Désirée;2155
Fatma;2150
Marie-Louise;2143
Lotti;2116
Svenja;2115
Georgette;2106
Carina;2092
Gisèle;2059
Delphine;2058
Rosemarie;2044
Elfriede;2036
Leila;2024
Irmgard;2013
Antonietta;1966
Tabea;1961
Juliette;1959
Romina;1952
Micheline;1940
Heidy;1938
Séverine;1935
Susana;1933
Anouk;1908
Ingeborg;1902
Cäcilia;1899
Lidia;1892
Marlis;1891
Estelle;1888
Josefina;1886
Franca;1872
Naomi;1869
Anina;1866
Yolanda;1865
Anaïs;1861
Natacha;1861
Gina;1859
Elise;1856
Delia;1834
Renée;1832
Laure;1831
Danièle;1827
Birgit;1820
Andrée;1819
Pamela;1804
Graziella;1796
Veronica;1758
Sylviane;1736
Fernanda;1732
Pierrette;1730
Lynn;1727
Magali;1722
Stella;1719
Marlène;1714
Géraldine;1713
Ilona;1707
Myrta;1697
Marlyse;1690
Mary;1686
Cynthia;1685
Elisabetha;1682
Ursina;1668
Loredana;1660
Alma;1658
Josefine;1655
Eleonora;1643
Annelise;1632
Ulrike;1628
Selma;1616
Christel;1613
Emine;1611
Rose-Marie;1607
Germaine;1606
Mariana;1605
Justine;1604
Aurora;1598
Bruna;1595
Jocelyne;1583
Carine;1575
Raymonde;1571
Marie-Thérèse;1570
Marcelle;1569
Morgane;1566
Michela;1558
Agnès;1552
Hannelore;1551
Mirjana;1550
Susan;1546
Huguette;1544
Jeanine;1540
Aleksandra;1539
Ginette;1536
Odette;1535
Beatriz;1531
Jasmina;1526
Alexia;1518
Katarina;1518
Emily;1508
Marine;1496
Svetlana;1492
Gloria;1490
Hannah;1490
Dolores;1487
Marlen;1486
Vesna;1480
Margarita;1477
Cinzia;1475
Cecilia;1474
Yolande;1474
Zoe;1473
Anastasia;1471
Karen;1467
Karine;1467
Jael;1463
Juliana;1461
Roberta;1461
Virginia;1456
Gordana;1444
Elizabeth;1443
Leandra;1442
Celine;1435
Dagmar;1418
Roswitha;1416
Ronja;1415
Daria;1409
Elke;1409
Lucienne;1409
Heike;1408
Filomena;1403
Annick;1398
Luciana;1396
Amina;1388
Elina;1388
Coralie;1382
Soraya;1380
Annika;1379
Prisca;1369
Elin;1368
Agatha;1351
Suzana;1349
Dina;1343
Rosanna;1343
Slavica;1343
Ayse;1337
Mina;1335
Paulette;1333
Serena;1317
Janina;1316
Murielle;1312
Alena;1307
Mira;1304
Luise;1295
Concetta;1290
Dragana;1283
Inès;1275
Solange;1274
Valerie;1270
Andreia;1263
Anneliese;1257
Célia;1257
Ilaria;1257
Elif;1254
Jutta;1252
Margherita;1242
Danijela;1241
Henriette;1240
Ljiljana;1237
Marie-Claire;1236
Valentine;1235
Erica;1223
Nancy;1222
Lilli;1220
Joanna;1218
Océane;1216
Emmanuelle;1215
Aurelia;1212
Annalise;1203
Margarete;1201
Adelina;1199
Nada;1199
Rosina;1198
Romana;1197
Flurina;1193
Fatime;1190
Mirella;1185
Dragica;1184
Sanja;1183
Nelli;1182
Yara;1174
Catia;1169
Corinna;1169
Gaëlle;1165
Gilberte;1162
Letizia;1155
Hatice;1153
Marie-Claude;1148
Elisabetta;1140
Josefa;1137
Belinda;1136
Dana;1133
Inge;1130
Giuseppa;1126
Ellen;1119
Hermine;1119
Paulina;1117
Giuliana;1115
Ilse;1112
Catarina;1110
Gianna;1110
Milica;1107
Zita;1107
Anabela;1102
Giada;1098
Sybille;1095
Biljana;1091
Mélissa;1091
Annie;1089
Ute;1088
Raquel;1086
Marietta;1075
Diane;1064
Jeanette;1063
Sheila;1060
Anne-Lise;1058
Lily;1058
Aida;1053
Kelly;1050
Yasmin;1050
Daisy;1047
Carola;1041
Yasmine;1036
Luna;1030
Amandine;1029
Viola;1029
Snezana;1024
Meret;1023
Odile;1023
Celina;1017
Irena;1011
Violeta;1011
Alisha;1010
Leona;1010
Xenia;1005
Vivienne;1004
Flora;997
Karolina;997
Waltraud;994
Jade;990
Laila;988
Tiffany;985
Sharon;983
Beate;978
Federica;977
Domenica;975
Lucy;960
Matilde;957
Eliana;956
Maude;956
Lotte;955
Mona;955
Silke;955
Léonie;953
Carol;951
Noëlle;943
Rosaria;940
Amelia;934
Alyssa;928
Melisa;927
Gertrude;924
Angelica;923
Annelies;922
Mila;921
Käthi;918
Sigrid;915
Hana;914
Lucette;914
Margaux;913
Claude;910
Emanuela;910
Zorica;906
Josephine;905
Joy;903
Merita;899
Fabiana;898
Ornella;897
Miranda;896
Marthe;895
Damaris;891
Andrina;883
Raphaela;882
Rosalia;881
Elisabete;880
Raffaella;877
Zeynep;871
Leonora;869
Viktoria;866
Romy;862
Francisca;859
Aude;855
Hulda;851
Celia;849
Myrtha;846
Angélique;844
Ester;842
Annamaria;841
Louisa;841
Maeva;836
Melinda;836
Roxane;835
Salomé;834
Lise;831
Grazia;827
Leyla;825
Gudrun;823
Camilla;820
Amelie;815
Ottilia;815
Natasa;814
Giorgia;813
Rosalie;811
Amy;808
Nuria;808
Mariette;807
Marinette;806
Selin;806
Jane;805
Rina;803
Seline;800
Jill;798
Morena;796
Vincenza;796
Albina;794
Ljubica;793
Adrienne;792
Marilena;791
Marcia;790
Alissa;787
Marie-Christine;787
Lana;785
Viviana;777
Noelia;775
Aylin;774
Adeline;771
Leana;770
Lejla;770
Lisbeth;769
Lou;769
Alba;764
Aurore;763
Vreneli;759
Leticia;757
Dijana;753
Fabiola;752
Herta;741
Claire-Lise;736
Enya;736
Ada;731
Raffaela;729
Mercedes;727
Karina;724
Marijana;724
Amira;723
Arianna;721
Maëlle;717
Gladys;716
Marie-José;715
Marielle;715
Juliane;710
Lisette;710
Malika;707
Amalia;706
Maryline;704
Line;703
Adele;700
Antje;700
Priscilla;698
Eleonore;697
Assunta;693
Bluette;689
Norma;689
Alisa;688
Teuta;688
Edona;686
Frida;685
Joelle;685
Azra;684
Alison;683
Violette;680
Marie-France;679
Medina;679
Nicoletta;676
Vivien;674
Margaret;673
Theres;672
Sladjana;671
Ariana;670
Ghislaine;670
Sandy;669
Ruzica;667
Drita;663
Shqipe;663
Luigia;660
Pierina;660
Marica;655
Liv;653
Emina;643
Britta;642
Zora;642
Vlora;641
Beata;639
Berthe;639
Elda;639
Marika;639
Wanda;637
Nadège;636
Anke;635
Ann;634
Corine;634
Arlinda;633
Mariella;631
Susi;630
Margreth;628
Arta;627
Gioia;626
Samanta;626
Desirée;624
Fernande;624
Maud;624
Kathleen;622
Yael;622
Gemma;621
Joséphine;619
Carolin;618
Geraldine;617
Aloisia;615
Moira;615
Sanela;615
Imelda;614
Malin;610
Vittoria;609
Margarida;607
Nicola;606
Anisa;605
Agathe;604
Felicitas;599
Shpresa;599
Radmila;598
Lorenza;596
Silja;596
Blerta;595
Frédérique;595
Yasemin;595
Lola;594
Floriane;587
Tara;587
Cheyenne;586
Clémence;583
Käthe;582
Meryem;582
Danica;581
Fabia;581
Anna-Maria;576
Liridona;576
Ganimete;573
Cristiana;571
Ina;571
Aferdita;570
Ekaterina;570
Eline;570
Liana;570
Tanya;570
Noëmi;569
Kirsten;568
Antonina;567
Sofie;567
Branka;565
Katarzyna;565
Noa;565
Marcella;563
Romane;562
Inês;561
Agnese;560
Dilara;560
Elma;560
Donatella;559
Greta;558
Felicia;557
Regine;555
Fatmire;554
Evelin;552
Agnieszka;551
Florentina;550
Vania;550
Mathilda;547
Ewa;546
Maddalena;545
Meta;544
Margit;543
Jaqueline;542
Janet;541
Cassandra;539
Esma;538
Iva;538
Anne-Sophie;536
Jovana;536
Katherine;535
Maryse;535
Anika;534
Wilma;533
Yasmina;532
Theresa;531
Dunja;530
Blanka;528
Sereina;526
Vjollca;526
Mandy;525
Marie-Rose;525
Alexa;524
Luz;523
Eugenia;522
Margret;522
Gaia;520
Ludivine;520
Lilia;519
Joanne;518
Kata;518
Angèle;517
Malgorzata;517
Rafaela;516
Bethli;515
Marie-Jeanne;514
Katalin;513
Rosalba;513
Leonor;511
Anne-Laure;510
Joyce;509
Marceline;508
Eileen;507
Eleni;506
Marjorie;506
Marie-Laure;505
Milka;503
Sanije;503
Cordula;502
Mirela;502
Khadija;501
Ilenia;500
Leslie;500
Mariangela;500
Kristin;498
Lore;498
Mirta;497
Natasha;496
Dafina;495
Friederike;495
Lidija;495
Mégane;495
Ardita;493
Jil;493
Gerlinde;492
Lieselotte;492
Lydie;491
Vanesa;489
Eloïse;488
Luljeta;486
Magda;484
Eve;483
Agata;482
Lindita;482
Marcela;480
Wendy;480
Régine;479
Bukurije;476
Fitore;475
Vilma;475
Lisabeth;474
Augusta;473
Romaine;473
Nives;472
Rosita;472
Hanife;470
Zuzana;470
Amela;469
Bärbel;469
Albulena;466
Thea;466
Ophélie;464
Clarissa;463
Derya;463
Juana;463
Olena;463
Rosetta;463
Charline;458
Ivanka;458
Sevdije;457
Özlem;457
Anica;456
Mimoza;456
Timea;455
Verica;455
Esra;453
Lauriane;452
Fiorella;450
Marie-Madeleine;450
Norah;448
Betty;447
Ilda;447
Jara;446
Grace;445
Pasqualina;445
Sultan;443
Ylenia;443
Solène;442
Susann;442
Annalisa;440
Asia;440
Edina;439
Kornelia;439
Marilyn;439
Filipa;438
Sieglinde;437
Hava;435
Kira;435
Egzona;434
Anny;433
Margarethe;433
Alix;432
Catharina;432
Laurie;432
Naima;431
Karoline;429
Alda;428
Déborah;427
Ema;427
Mirlinda;427
Vreni;427
Tessa;426
Besarta;425
Brenda;425
Florije;424
Ruza;424
Amra;423
Vivian;423
Leni;422
Valbone;422
Ava;421
Mariam;418
Dalia;417
